epoch,loss,accuracy,kind
0,1.5208582878112793,33.75495910644531,train
1,1.4728431701660156,35.95403289794922,train
2,1.4169589281082153,38.54993438720703,train
3,1.333278775215149,42.617393493652344,train
4,1.2346829175949097,47.26355743408203,train
5,1.1141750812530518,52.488426208496094,train
6,0.995927095413208,58.143184661865234,train
7,0.8628565073013306,65.06282806396484,train
8,0.7186200022697449,71.51123809814453,train
9,0.6190906763076782,76.27314758300781,train
10,0.5112380385398865,80.6134262084961,train
11,0.40737512707710266,85.24304962158203,train
12,0.36823153495788574,86.64847564697266,train
13,0.3113497197628021,88.93022155761719,train
14,0.2627934515476227,90.49272155761719,train
15,0.2298118621110916,91.90641021728516,train
16,0.22255006432533264,92.60086059570312,train
17,0.19872085750102997,93.17129516601562,train
18,0.1638944149017334,94.37003326416016,train
19,0.14067888259887695,95.08101654052734,train
20,0.14277608692646027,95.37863159179688,train
21,0.17054499685764313,94.651123046875,train
22,0.1559121310710907,94.94873809814453,train
23,0.12419477105140686,95.69278717041016,train
24,0.12489712238311768,96.0565414428711,train
25,0.09482723474502563,96.7592544555664,train
26,0.14209404587745667,95.82506561279297,train
27,0.11285214126110077,96.3872299194336,train
28,0.0821256935596466,97.45369720458984,train
29,0.06331265717744827,97.90013122558594,train
30,0.10314711928367615,96.96593475341797,train
31,0.1412220448255539,95.78372955322266,train
32,0.07996924966573715,97.43716430664062,train
33,0.07168814539909363,97.70171356201172,train
34,0.09758531302213669,97.0899429321289,train
35,0.08482503145933151,97.32142639160156,train
36,0.06454835832118988,98.0820083618164,train
37,0.08538705855607986,97.66864776611328,train
38,0.08888629078865051,97.4454345703125,train
39,0.05672232806682587,98.13987731933594,train
40,0.0947950929403305,97.51983642578125,train
41,0.07729078829288483,97.85052490234375,train
42,0.0717725157737732,97.87532806396484,train
43,0.07050307095050812,97.98280334472656,train
44,0.06819390505552292,98.1068115234375,train
45,0.0444517508149147,98.64418029785156,train
46,0.07349886745214462,97.7513198852539,train
47,0.06908170133829117,98.07373809814453,train
48,0.07263483852148056,98.0820083618164,train
49,0.08338135480880737,97.67691802978516,train
50,0.05077865347266197,98.56150817871094,train
51,0.05354328453540802,98.38789367675781,train
52,0.04940588027238846,98.57804107666016,train
53,0.06345132738351822,98.19774627685547,train
54,0.0648203045129776,98.13987731933594,train
55,0.06679446995258331,98.09027099609375,train
56,0.06664130836725235,98.22254943847656,train
57,0.07198379933834076,98.00760650634766,train
58,0.05358855426311493,98.53670501708984,train
59,0.03713400661945343,99.01619720458984,train
60,0.05588749796152115,98.45403289794922,train
61,0.034214723855257034,99.04100036621094,train
62,0.03234881907701492,99.01619720458984,train
63,0.04785037040710449,98.71031188964844,train
64,0.09753570705652237,97.59424591064453,train
65,0.056603118777275085,98.28868865966797,train
66,0.05008221045136452,98.6524429321289,train
67,0.06321665644645691,98.51190185546875,train
68,0.047478385269641876,98.69377899169922,train
69,0.03590485826134682,98.92526245117188,train
70,0.020047806203365326,99.44609832763672,train
71,0.041152577847242355,99.01619720458984,train
72,0.09505665302276611,97.66864776611328,train
73,0.0548248291015625,98.62763977050781,train
74,0.04015667736530304,98.95006561279297,train
75,0.038842372596263885,98.96659851074219,train
76,0.04804335534572601,98.88392639160156,train
77,0.07255877554416656,98.36309051513672,train
78,0.04199950397014618,98.92526245117188,train
79,0.047871366143226624,98.97486114501953,train
80,0.04144464060664177,99.04100036621094,train
81,0.03115694597363472,99.14020538330078,train
82,0.06402325630187988,98.60284423828125,train
83,0.04251154884696007,98.85086059570312,train
84,0.04765959456562996,98.87565612792969,train
85,0.05368858203291893,98.85086059570312,train
86,0.04817545786499977,98.7681884765625,train
87,0.03169184923171997,99.16500854492188,train
88,0.026456067338585854,99.38822174072266,train
89,0.033592697232961655,99.17327880859375,train
90,0.04984072223305702,98.79298400878906,train
91,0.0650835856795311,98.54496765136719,train
92,0.05371399223804474,98.75164794921875,train
93,0.0588378831744194,98.66071319580078,train
94,0.029667122289538383,99.09886932373047,train
95,0.05905000865459442,98.7433853149414,train
96,0.04408758506178856,99.01619720458984,train
97,0.04548120126128197,98.85086059570312,train
98,0.05830282345414162,98.7433853149414,train
99,0.020751088857650757,99.48743438720703,train
100,0.02395714819431305,99.50396728515625,train
101,0.01348280068486929,99.61144256591797,train
102,0.04084400832653046,99.0740737915039,train
103,0.05463654547929764,98.7433853149414,train
104,0.05668032541871071,98.75991821289062,train
105,0.05980784446001053,98.77645111083984,train
106,0.029147285968065262,99.23941802978516,train
107,0.01655532605946064,99.56183624267578,train
108,0.020659398287534714,99.53703308105469,train
109,0.027848828583955765,99.25595092773438,train
110,0.037021465599536896,99.0079345703125,train
111,0.08200597018003464,98.3465576171875,train
112,0.053328987210989,98.81778717041016,train
113,0.03787729889154434,99.20634460449219,train
114,0.051211386919021606,98.96659851074219,train
115,0.0368681326508522,99.2724838256836,train
116,0.045289814472198486,98.9169921875,train
117,0.04708939790725708,99.0079345703125,train
118,0.033902280032634735,99.19808197021484,train
119,0.02775006927549839,99.3634262084961,train
120,0.052168723195791245,98.90045928955078,train
121,0.056795988231897354,98.77645111083984,train
122,0.030780525878071785,99.33035278320312,train
123,0.014852472580969334,99.65277099609375,train
124,0.030116530135273933,99.39649200439453,train
125,0.05394389480352402,98.8921890258789,train
126,0.08967947214841843,98.22254943847656,train
127,0.05657676234841347,98.77645111083984,train
128,0.04648149386048317,99.14020538330078,train
129,0.026292169466614723,99.39649200439453,train
130,0.022673964500427246,99.61970520019531,train
131,0.037141717970371246,99.2228775024414,train
132,0.045506369322538376,98.97486114501953,train
133,0.04340827092528343,99.02446746826172,train
134,0.041700877249240875,99.11540985107422,train
135,0.026437094435095787,99.46263122558594,train
136,0.017618225887417793,99.57010650634766,train
137,0.027406375855207443,99.45436096191406,train
138,0.032795101404190063,99.14020538330078,train
139,0.05320839583873749,98.9417953491211,train
140,0.04206039756536484,99.14847564697266,train
141,0.03955915942788124,99.21461486816406,train
142,0.04602821171283722,99.04100036621094,train
143,0.032261207699775696,99.3138198852539,train
144,0.02848416194319725,99.42955780029297,train
145,0.025309883058071136,99.47916412353516,train
146,0.02787785790860653,99.50396728515625,train
147,0.05570726469159126,98.95006561279297,train
148,0.028632771223783493,99.30554962158203,train
149,0.05941900983452797,98.9831314086914,train
150,0.046372443437576294,99.02446746826172,train
151,0.0271618589758873,99.39649200439453,train
152,0.0208626426756382,99.52050018310547,train
153,0.03865527734160423,99.338623046875,train
154,0.04727165028452873,99.09060668945312,train
155,0.06082654744386673,98.85086059570312,train
156,0.03811688348650932,99.28075408935547,train
157,0.026777740567922592,99.42129516601562,train
158,0.03977126628160477,99.35515594482422,train
159,0.013436691835522652,99.6693115234375,train
160,0.034237656742334366,99.37995910644531,train
161,0.05404975265264511,99.04100036621094,train
162,0.05009081959724426,98.96659851074219,train
163,0.03486790508031845,99.35515594482422,train
164,0.02144194021821022,99.57010650634766,train
165,0.04211273416876793,99.23941802978516,train
166,0.05728859081864357,98.83432006835938,train
167,0.04457245394587517,99.18981170654297,train
168,0.03885908052325249,99.3138198852539,train
169,0.03634190186858177,99.35515594482422,train
170,0.022549375891685486,99.45436096191406,train
171,0.05282144621014595,99.04927062988281,train
172,0.025670252740383148,99.47916412353516,train
173,0.02272210642695427,99.48743438720703,train
174,0.0310355257242918,99.45436096191406,train
175,0.05965571850538254,98.82605743408203,train
176,0.03245029225945473,99.37995910644531,train
177,0.072089284658432,98.80952453613281,train
178,0.02492596209049225,99.4047622680664,train
179,0.01876085065305233,99.6445083618164,train
180,0.027486905455589294,99.42129516601562,train
181,0.015987126156687737,99.68584442138672,train
182,0.021484028548002243,99.69410705566406,train
183,0.016228318214416504,99.61144256591797,train
184,0.0427175834774971,99.28901672363281,train
185,0.06611894816160202,98.56977081298828,train
186,0.025158854201436043,99.4047622680664,train
187,0.046450357884168625,99.23114776611328,train
188,0.02421262115240097,99.50396728515625,train
189,0.0354311503469944,99.338623046875,train
190,0.02773943357169628,99.54530334472656,train
191,0.024347741156816483,99.42129516601562,train
192,0.018289506435394287,99.66104125976562,train
193,0.04960544779896736,99.11540985107422,train
194,0.04738292470574379,99.21461486816406,train
195,0.03353991359472275,99.19808197021484,train
196,0.030810166150331497,99.47916412353516,train
197,0.01678692176938057,99.58663940429688,train
198,0.016873739659786224,99.71064758300781,train
199,0.012346062809228897,99.74371337890625,train
0,1.616756796836853,33.48214340209961,test
1,1.5599615573883057,33.0994873046875,test
2,1.6944972276687622,32.84438705444336,test
3,1.6707464456558228,35.012752532958984,test
4,1.708451509475708,34.88520431518555,test
5,1.959522008895874,33.418365478515625,test
6,2.155874252319336,33.73724365234375,test
7,2.4048287868499756,33.48214340209961,test
8,2.95415997505188,33.801021575927734,test
9,3.0439529418945312,34.63010025024414,test
10,3.6098930835723877,32.65306091308594,test
11,4.091091156005859,34.18367385864258,test
12,4.393121242523193,32.716835021972656,test
13,4.7103800773620605,34.311222076416016,test
14,4.787998199462891,34.5025520324707,test
15,4.837981224060059,35.07653045654297,test
16,5.020218849182129,35.395408630371094,test
17,5.219612121582031,33.67346954345703,test
18,5.39565896987915,34.2474479675293,test
19,5.420846462249756,33.67346954345703,test
20,5.855440616607666,34.56632614135742,test
21,5.723474025726318,34.18367385864258,test
22,5.989660739898682,34.311222076416016,test
23,6.209916591644287,35.20408248901367,test
24,6.165157318115234,33.2270393371582,test
25,6.503449440002441,35.586734771728516,test
26,6.234495162963867,34.757652282714844,test
27,5.975618362426758,35.45918273925781,test
28,5.870923042297363,35.45918273925781,test
29,6.602662086486816,36.92601776123047,test
30,6.371667385101318,35.45918273925781,test
31,6.314294338226318,34.43877410888672,test
32,6.593830108642578,34.693878173828125,test
33,6.558128833770752,33.801021575927734,test
34,6.872457981109619,35.52295684814453,test
35,6.721651554107666,33.29081726074219,test
36,7.211995601654053,33.73724365234375,test
37,7.043957710266113,32.97193908691406,test
38,6.418486595153809,34.2474479675293,test
39,7.243856906890869,32.90816116333008,test
40,6.328878402709961,35.26785659790039,test
41,6.6241536140441895,32.58928680419922,test
42,6.296041488647461,32.65306091308594,test
43,7.087978839874268,33.54591751098633,test
44,6.533580303192139,35.012752532958984,test
45,7.203058242797852,35.33163070678711,test
46,7.151880264282227,34.88520431518555,test
47,7.19989013671875,34.311222076416016,test
48,7.602015018463135,35.650508880615234,test
49,7.284233093261719,32.65306091308594,test
50,7.140676498413086,32.84438705444336,test
51,7.078900337219238,36.16071319580078,test
52,7.925665378570557,34.88520431518555,test
53,7.091723442077637,33.73724365234375,test
54,7.370284080505371,31.887754440307617,test
55,7.368066310882568,32.716835021972656,test
56,7.0197858810424805,34.43877410888672,test
57,7.40954065322876,32.461734771728516,test
58,7.6040449142456055,33.73724365234375,test
59,7.7681403160095215,35.90561294555664,test
60,7.574145793914795,34.693878173828125,test
61,7.984489440917969,33.73724365234375,test
62,8.47275447845459,35.586734771728516,test
63,8.219168663024902,32.20663070678711,test
64,6.971027374267578,33.418365478515625,test
65,7.521716117858887,36.09693908691406,test
66,8.173940658569336,35.77806091308594,test
67,8.374798774719238,35.012752532958984,test
68,7.6454267501831055,35.26785659790039,test
69,7.284340858459473,35.45918273925781,test
70,8.371771812438965,35.586734771728516,test
71,8.360246658325195,36.09693908691406,test
72,7.031484603881836,34.948978424072266,test
73,7.526192665100098,36.09693908691406,test
74,7.673614501953125,35.586734771728516,test
75,8.163164138793945,34.2474479675293,test
76,8.193517684936523,34.88520431518555,test
77,7.909046173095703,34.375,test
78,8.385863304138184,34.311222076416016,test
79,8.552699089050293,34.693878173828125,test
80,7.640068054199219,35.77806091308594,test
81,8.8112211227417,34.18367385864258,test
82,8.262027740478516,33.67346954345703,test
83,8.536783218383789,33.86479568481445,test
84,8.860590934753418,34.948978424072266,test
85,8.475652694702148,34.18367385864258,test
86,8.252267837524414,36.16071319580078,test
87,8.745065689086914,35.33163070678711,test
88,8.274629592895508,35.395408630371094,test
89,8.737730979919434,34.63010025024414,test
90,9.65993595123291,33.86479568481445,test
91,7.98138427734375,34.5025520324707,test
92,8.319701194763184,35.012752532958984,test
93,7.968834400177002,36.09693908691406,test
94,8.82553482055664,36.288265228271484,test
95,8.840229988098145,35.841835021972656,test
96,8.995532035827637,34.948978424072266,test
97,8.870112419128418,35.26785659790039,test
98,8.226692199707031,35.77806091308594,test
99,9.096732139587402,36.03316116333008,test
100,8.923805236816406,35.395408630371094,test
101,9.860740661621094,34.693878173828125,test
102,9.446889877319336,35.07653045654297,test
103,8.770177841186523,33.354591369628906,test
104,10.07826042175293,35.33163070678711,test
105,8.612371444702148,35.90561294555664,test
106,9.741583824157715,34.948978424072266,test
107,9.611902236938477,34.119895935058594,test
108,10.225115776062012,34.88520431518555,test
109,9.852628707885742,36.288265228271484,test
110,10.832415580749512,35.90561294555664,test
111,8.994332313537598,35.20408248901367,test
112,8.960511207580566,34.63010025024414,test
113,9.792241096496582,36.2244873046875,test
114,9.81731128692627,35.45918273925781,test
115,10.337857246398926,34.375,test
116,10.341255187988281,34.88520431518555,test
117,10.893189430236816,35.650508880615234,test
118,10.04642105102539,35.20408248901367,test
119,10.915133476257324,35.395408630371094,test
120,9.92958927154541,35.33163070678711,test
121,9.548929214477539,35.52295684814453,test
122,9.648202896118164,35.45918273925781,test
123,9.837464332580566,34.056121826171875,test
124,10.18587589263916,35.90561294555664,test
125,10.45394229888916,34.18367385864258,test
126,9.364622116088867,33.801021575927734,test
127,9.742376327514648,34.43877410888672,test
128,9.690136909484863,34.5025520324707,test
129,9.52234172821045,35.012752532958984,test
130,9.691352844238281,35.45918273925781,test
131,10.010903358459473,33.29081726074219,test
132,9.237570762634277,35.45918273925781,test
133,9.666908264160156,34.63010025024414,test
134,9.503814697265625,34.693878173828125,test
135,9.883687973022461,35.90561294555664,test
136,9.990362167358398,35.20408248901367,test
