epoch,loss,accuracy,kind
0,1.4784053564071655,37.26478576660156,train
1,1.3049565553665161,45.83333206176758,train
2,1.2065439224243164,51.629703521728516,train
3,1.1146522760391235,55.838375091552734,train
4,1.0330591201782227,60.072242736816406,train
5,0.9596060514450073,63.29804992675781,train
6,0.904542088508606,65.49899291992188,train
7,0.8425953388214111,68.22076416015625,train
8,0.7810343503952026,70.23689270019531,train
9,0.7314008474349976,72.54704284667969,train
10,0.6963478922843933,74.57157135009766,train
11,0.6423570513725281,75.76445007324219,train
12,0.6237726807594299,76.89012145996094,train
13,0.5606026649475098,79.37667846679688,train
14,0.5069540739059448,81.60282135009766,train
15,0.46554917097091675,83.22412872314453,train
16,0.4285818934440613,84.00537872314453,train
17,0.41995903849601746,84.77822875976562,train
18,0.3423266112804413,87.43279266357422,train
19,0.28495797514915466,89.69254302978516,train
20,0.24705439805984497,91.20463562011719,train
21,0.24628373980522156,91.23823547363281,train
22,0.23113103210926056,92.15390014648438,train
23,0.22563107311725616,92.07829284667969,train
24,0.21024952828884125,92.69993591308594,train
25,0.17528916895389557,93.81720733642578,train
26,0.13971535861492157,95.26210021972656,train
27,0.10579157620668411,96.21135711669922,train
28,0.09110768884420395,97.01780700683594,train
29,0.06830348074436188,97.93346405029297,train
30,0.05548224225640297,98.08467864990234,train
31,0.055603258311748505,98.21068572998047,train
32,0.05499928817152977,98.26948547363281,train
33,0.04258612543344498,98.6139144897461,train
34,0.04455462470650673,98.65591430664062,train
35,0.03853127360343933,98.70631408691406,train
36,0.03718683868646622,98.79032135009766,train
37,0.033780403435230255,98.9331283569336,train
38,0.029853057116270065,98.96673583984375,train
39,0.02901376783847809,99.08434295654297,train
40,0.02338341996073723,99.1347427368164,train
41,0.020761972293257713,99.23554992675781,train
42,0.021296223625540733,99.15154266357422,train
43,0.018481992185115814,99.2103500366211,train
44,0.017684556543827057,99.32795715332031,train
45,0.014045538380742073,99.45396423339844,train
46,0.015763068571686745,99.26914978027344,train
47,0.01622462086379528,99.28595733642578,train
48,0.012149841524660587,99.4119644165039,train
49,0.012646079994738102,99.33635711669922,train
50,0.011675319634377956,99.44556427001953,train
51,0.014114437624812126,99.34475708007812,train
52,0.014348587952554226,99.36995697021484,train
53,0.01345374621450901,99.28595733642578,train
54,0.01094239391386509,99.49596405029297,train
55,0.0117408512160182,99.403564453125,train
56,0.013957684859633446,99.44556427001953,train
57,0.01435837335884571,99.37835693359375,train
58,0.010905154049396515,99.42876434326172,train
59,0.010243534110486507,99.49596405029297,train
60,0.009710855782032013,99.51277160644531,train
61,0.009404558688402176,99.52957153320312,train
62,0.009763500653207302,99.42876434326172,train
63,0.009457558393478394,99.42036437988281,train
64,0.008864060044288635,99.5043716430664,train
65,0.0093941455706954,99.48756408691406,train
66,0.008990607224404812,99.51277160644531,train
