epoch,loss,accuracy,kind
0,1.543893814086914,33.639217376708984,train
1,1.5063340663909912,34.961971282958984,train
2,1.472966194152832,37.73974609375,train
3,1.4337308406829834,40.5671272277832,train
4,1.4095888137817383,42.435516357421875,train
5,1.380532145500183,43.62599182128906,train
6,1.3576101064682007,44.460975646972656,train
7,1.3428903818130493,45.072750091552734,train
8,1.2993245124816895,47.346229553222656,train
9,1.2856123447418213,47.96626663208008,train
10,1.2652240991592407,48.702049255371094,train
11,1.2411943674087524,49.826385498046875,train
12,1.2182539701461792,50.45469284057617,train
13,1.1890666484832764,51.80224609375,train
14,1.181091070175171,52.63723373413086,train
15,1.1688874959945679,53.30687713623047,train
16,1.139935851097107,54.88591003417969,train
17,1.1364129781723022,55.21659851074219,train
18,1.1078325510025024,56.241729736328125,train
19,1.0931637287139893,57.415672302246094,train
20,1.073956847190857,58.20932388305664,train
21,1.0566121339797974,58.647483825683594,train
22,1.044425129890442,59.16831970214844,train
23,1.0237627029418945,59.72222137451172,train
24,1.0058894157409668,60.55720901489258,train
25,1.0024677515029907,60.8465576171875,train
26,0.9814879894256592,62.1362419128418,train
27,0.9690743684768677,62.72321319580078,train
28,0.972204327583313,62.665340423583984,train
29,0.9561136960983276,63.23577880859375,train
30,0.9388825297355652,63.74007797241211,train
31,0.9271489381790161,63.94675827026367,train
32,0.903132438659668,64.73213958740234,train
33,0.9122185111045837,64.62466430664062,train
34,0.8898751735687256,65.2943115234375,train
35,0.8810129761695862,65.21990203857422,train
36,0.8819267153739929,65.74900817871094,train
37,0.8740469217300415,66.16236877441406,train
38,0.8784747123718262,66.03836059570312,train
39,0.852607011795044,66.9229507446289,train
40,0.8571000695228577,66.94774627685547,train
41,0.8315291404724121,68.0224838256836,train
42,0.8326576352119446,67.98114776611328,train
43,0.8438941836357117,67.62565612792969,train
44,0.8336979746818542,67.38591003417969,train
45,0.8179770112037659,67.87367248535156,train
46,0.8217206597328186,68.3035659790039,train
47,0.803704023361206,69.2956314086914,train
48,0.808565616607666,69.49404907226562,train
49,0.7925422787666321,69.48577880859375,train
50,0.7832990288734436,69.89913940429688,train
51,0.8079708814620972,69.69245910644531,train
52,0.7800911068916321,70.61011505126953,train
53,0.7646434903144836,71.43683624267578,train
54,0.7709845900535583,70.65145111083984,train
55,0.771030068397522,70.75892639160156,train
56,0.7697019577026367,71.06481170654297,train
57,0.7608540058135986,71.57737731933594,train
58,0.7509809732437134,71.86672973632812,train
59,0.7687397599220276,70.94080352783203,train
60,0.7610051035881042,71.04827880859375,train
61,0.7506397366523743,71.94113159179688,train
62,0.7392913103103638,71.96593475341797,train
63,0.7294772267341614,72.90013122558594,train
64,0.753088116645813,71.77579498291016,train
65,0.7344043850898743,72.71825408935547,train
66,0.7419646382331848,72.06513977050781,train
67,0.7145053744316101,73.48709869384766,train
68,0.7175557017326355,73.21428680419922,train
69,0.7148951292037964,73.4623031616211,train
70,0.7121521830558777,73.07373809814453,train
71,0.7234143018722534,73.35482788085938,train
72,0.7167931199073792,73.19774627685547,train
73,0.7198230028152466,73.54496765136719,train
74,0.7170993685722351,72.97453308105469,train
75,0.7007924318313599,73.95006561279297,train
76,0.6898455619812012,74.09060668945312,train
77,0.6835100054740906,74.39649200439453,train
78,0.691253662109375,74.29728698730469,train
79,0.678101122379303,75.25627899169922,train
80,0.6803277730941772,75.04959869384766,train
81,0.675529956817627,75.14054107666016,train
82,0.6707209348678589,74.6941146850586,train
83,0.674212634563446,75.25627899169922,train
84,0.6796260476112366,75.39682006835938,train
85,0.6722733378410339,75.65310668945312,train
86,0.672159731388092,75.23974609375,train
87,0.6701241135597229,75.23974609375,train
88,0.6557024121284485,75.70271301269531,train
89,0.6573225259780884,75.70271301269531,train
90,0.6593194007873535,75.72750854492188,train
91,0.6655945777893066,75.52909851074219,train
92,0.6604751944541931,75.901123046875,train
93,0.6558720469474792,75.98379516601562,train
94,0.6738452315330505,75.23974609375,train
95,0.6416683793067932,76.55422973632812,train
96,0.6680604815483093,75.7853775024414,train
97,0.6589081287384033,75.94245910644531,train
98,0.6421095728874207,76.83531188964844,train
99,0.62601238489151,77.1081314086914,train
100,0.6332310438156128,77.25694274902344,train
101,0.6473339200019836,76.7361068725586,train
102,0.6338691115379333,77.05026245117188,train
103,0.6444353461265564,76.95105743408203,train
104,0.6311774253845215,77.02545928955078,train
105,0.637797474861145,76.79397583007812,train
106,0.6257146596908569,77.12466430664062,train
107,0.6269627809524536,77.3478775024414,train
108,0.6259455680847168,77.53802490234375,train
109,0.6388630270957947,76.88491821289062,train
110,0.6188235878944397,77.49668884277344,train
111,0.6300805807113647,76.93452453613281,train
112,0.6387112736701965,77.30654907226562,train
113,0.6413501501083374,77.05026245117188,train
114,0.6164041757583618,77.62069702148438,train
115,0.6147303581237793,77.33134460449219,train
116,0.623060405254364,77.9679183959961,train
117,0.597352921962738,78.17459869384766,train
118,0.6225776076316833,77.703369140625,train
119,0.6358561515808105,77.25694274902344,train
120,0.6266767382621765,77.43054962158203,train
121,0.5989470481872559,77.94312286376953,train
122,0.6048023700714111,78.2738037109375,train
123,0.6366318464279175,77.5297622680664,train
124,0.5969916582107544,78.3399429321289,train
125,0.5963895916938782,78.2986068725586,train
126,0.6083340048789978,78.14979553222656,train
127,0.6119013428688049,78.4556884765625,train
128,0.6007874608039856,78.54662322998047,train
129,0.6116513013839722,78.20767211914062,train
130,0.6097113490104675,78.20767211914062,train
131,0.5764023661613464,79.10052490234375,train
132,0.5872162580490112,78.76983642578125,train
133,0.5826737284660339,79.18319702148438,train
134,0.594036340713501,78.7615737915039,train
135,0.5941842198371887,78.87731170654297,train
